text,annotation_105,annotation_106,annotation_107,annotation_108
INTI SHOULD CANCELLING ALL PHYSICAL CLASSES TO REDUCE SPREAD OF COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
COVID-19 Support for International Students,pro-mitigation,pro-mitigation,unclear,unclear
Gofundme deve eliminare i contributi x  le raccolte COVID nel mondo e donare agli ospedali,unclear,pro-mitigation,pro-mitigation,unclear
COVID vaccines for California teachers,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Corona Virus Kenya: Petition to STOP all flights from CHINA & #COVID-19 hotspots,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Cancel School for CPS,unclear,pro-mitigation,pro-mitigation,unclear
Provide federal financial assistance to renters affected by COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
COVID-19: Suspend classes and Encourage online teaching at Coventry University,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Sénégalais de l'extérieur victimes du COVID-19,unclear,unclear,unclear,unclear
Demand Congress Provide Free School Meals To Every K-12 Student In America,unclear,unclear,unclear,unclear
Lower Temple University Fall 2020 Tuition,unclear,unclear,unclear,unclear
AOTA Needs to Address Murders of Black Men and Women to Support OT's Diverse Community,unclear,unclear,unclear,unclear
Force Big Chain Supermarkets/Takeaways to Drop Delivery Fees During the Covid-19 Pandemic,unclear,unclear,pro-mitigation,pro-mitigation
BAN USE OF CHEMICAL CROWD-CONTROL AGENTS DURING THE COVID-19 PANDEMIC,unclear,anti-mitigation,unclear,anti-mitigation
Allow virtual HBUHSD teachers to continue instruction online,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Tell Governor Newsom to Release Patricia Wright, A Blind Grandmother with Terminal Cancer",unclear,unclear,unclear,unclear
"Demand to grant  PR Status to Work permit holders, Refugee Claimants and Int. Students.",unclear,unclear,unclear,unclear
PLEASE SHUT DOWN and CLEAN Amazon facilities that test positive for COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Please Let Massachusetts Golf,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
Stop Deportation- Mother faces deportation that would take her away from her daughter,unclear,unclear,unclear,unclear
"The stoppage of Justin Trudeau's ""assault weapons"" ban",unclear,unclear,unclear,unclear
Allow Businesses and small traders to resume in Mumbai.,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"With The world facing a Covid-19 pandemic, Unisa exams to change from seat-in to portfolio",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19,unclear,pro-mitigation,unclear,unclear
Do not transfer our Municipal Commissioner until Covid is eradicated,unclear,pro-mitigation,pro-mitigation,unclear
Cover Covid19 Exposed or Contracted Longshore Workers Under Federal Compensation.,unclear,pro-mitigation,pro-mitigation,unclear
"SAY NO to using the Wyndham, Fresh Meadows to House 100 Former Inmates and Sex Offenders!",unclear,pro-mitigation,unclear,unclear
Postpone VTU exams,unclear,pro-mitigation,pro-mitigation,unclear
Help convince Inslee and WIAA to allow HS spring sports to resume,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
NZTR: Shifting the two Guineas Group One races north will ruin Cup Week in Christchurch!,unclear,anti-mitigation,unclear,anti-mitigation
