text,annotation_34,annotation_5,annotation_20,annotation_4
"I haven’t stopped wearing a mask indoors at places (grocery store, takeout at restaurants, pharmacy etc.) where people come in and out. Granted I don’t work at these types of establishments but the CDC advice seemed foolhardy. I’m pregnant, healthy, but given my pregnancy at higher risk of a break through infection, hospitalization and other more serious consequences should I contract Covid-19. We have a small, unvaccinated (due to ineligibility) child that I’d like to protect Wth available simple common-sense measures.

Wearing a mask indoors for sparing amounts of time (for the majority) is a minor inconvenience. While I too, am annoyed by those who are choosing not to be vaccinated— my actions are based on those who are medically vulnerable and/or ineligible.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"We got tired of our own cooking to.

So we ordered take out from our neighborhood restaurants that either had tables to pick up food in big parking lots, or had curb side pickup.

I would like to sit in a nice buzzy venue with friends and family for a couple of hours too.

I would like to feel safe in the grocery store.

I would like to see my grandchildren.

But I won't be, for what looks like a long time.  I am willing to sacrifice these things so that people will not die or be left with life long cardiac, brain and lung damage.

Does that make me a fool?",pro-mitigation,unclear,unclear,pro-mitigation
"Had dental work done this morning. I got into a discussion with a female dental tech, who told me she does not intend to get herself vaccinated. So that raises the question: Shouldn't all health-care workers get vaccinated? Seems silly to even ask the question, but it's common sense and the answer is yes. The patient, me, got his two shots of the Moderna vaccine in February.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
If you are vaccinated there is zero difference being around someone who is vaccinated and has covid vs someone who is not and has covid.  There is still covid in the air but you are protected.  Quit worrying about others.,anti-mitigation,pro-mitigation,anti-mitigation,pro-mitigation
I'm fully vaccinated. I've done my part. I'm NOT going back.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Clearly some spread is going to happen as people are more public, but there still isn't a very convincing case being made that these businesses need to be shut down en masse by the government. It stands to reason that if you can effectively trace cases to restaurants, you can trace them to *specific* restaurants. Alert (and fine, if necessary) the places that are identified; closing the entire sector because of 1 or 2 locations is absurd.

The statistics you present in the article are also not being put into their proper context. Louisiana, for example: ""roughly a quarter of the state’s 2,360 cases since March that were outside of places like nursing homes and prisons have stemmed from bars and restaurants.""  Translation: 79 cases in a state of over 4.5 million people. The article also fails to note that they categorize an outbreak as *2 or more cases*. Even so, the attempts to paint the picture that ignorant restaurant/bar goers are slamming hospitals has so far been successful, if not factual.

Obviously this is a virus that should be taken seriously and efforts should be made to mitigate its spread. But we need to move past long-term and seemingly arbitrary closures of entire sectors of the economy. We are well past the point of ""just close x businesses for x amount of time"" as a public strategy.",anti-mitigation,unclear,pro-mitigation,unclear
"I thought that when the CDC lifted the mask restriction that it was making a huge mistake. We should have left it in place until our vaccination rates were higher. There will be no going back for the people who were already anti-mask (many of whom are also anti-vax). So now even with Delta circulating we will have to accept that some will do nothing to help the rest of us. 
I, for one, have gone back to wearing a mask in public places (even though vaccinated). 
Btw, the other day I was in an indoor venue with coughing sneezing teenagers.  Were they vaccinated? Were they sick? Were they tested? Were they sick with covid? What am I supposed to do - interrogate them? Ludicrous. I will just wear my mask, thanks.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"I’m a retired physician and vaccinated as
well and have come to the same conclusion.",unclear,pro-mitigation,unclear,pro-mitigation
"This issue should not be addressed by for-profit businesses on a firm-by-firm basis.

The FAA should require vaccination to fly on an airplane. The federal government should require all federal employees and federal contract workers be vaccinated. All schools and colleges should have to require students, faculty, staff, and contract workers to be vaccinated as a condition of receiving federal funding. All hospitals and medical centers must have all employees and contract workers vaccinated to be reimbursed by Medicare. Use federal government funding to create really strong incentives for the population to become vaccinated.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Any Company or Employer that does not make this Mandatory is completely irresponsible!,unclear,unclear,pro-mitigation,pro-mitigation
"Since many people have been working remotely, how about requiring it if you intend to return to the workplace; if you don't want the vaccine, keep working remotely. I also think insurers should have higher premiums for the unvaccinated.",pro-mitigation,anti-mitigation,unclear,unclear
"Without knowing for sure that all employees (and others allowed to enter a company’s worksites) have been vaccinated or otherwise have Covid immunity, all will have to wear masks.  Or they should have to wear masks.  Thus, those who refuse to provide proof of vaccination or adequate antibody levels are subjecting all others to mask wearing.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"On one hand, personal and community responsibility entails vaccination.   So by this logic, those who refuse the vaccine might then lose the right to public E.R. or private insurance coverage due to Covid-19.

On the other hand, would that punishment really be moral and fair?  

Consider that many of the skeptics may also be considered victims of weaponized communication. 

Have all Americans done our part to ensure regulation/defense of the platforms?  

<a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137759"" target=""_blank"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137759</a>/

<a href=""https://gh.bmj.com/content/5/10/e004206"" target=""_blank"">https://gh.bmj.com/content/5/10/e004206</a>",unclear,unclear,pro-mitigation,unclear
"If you're over 70, obese, diabetic, or any combination thereof, it's probably wise to stay home or wear a hazmat suit when you go out.
Leave everyone else alone.  

If the hospitals begin to get overwhelmed, we can scale back then.  

Your safety is your responsibility.  You are the only one who can put on your gloves, goggles, and mask.  So do it.  

This idea that your mask protects me but doesn't protect you is just ridiculous, unscientific, ludicrous, and ignorant.  Masks don't have some magical one-way weave.  

Of course, the demographic that believes this nonsense (but doesn't wear eye protection) is the same demographic that gets taken by every phone scam and internet scam known to mankind.",anti-mitigation,pro-mitigation,anti-mitigation,pro-mitigation
"The health insurance policies might  step in.  Will they cover people who don't get the vaccine  and then get COVID?
Also, does OSHA have updated rules for what is safest?",unclear,unclear,pro-mitigation,unclear
i wouldnt eat indoors anywhere in the world if it were free.,unclear,unclear,unclear,unclear
"It’s very likely that in the near future a yearly booster will be required to address new variants and maintain protection - and I’m perfectly okay with that. Today is my “get out of covid jail” day - 14 days post-vaccination - and I’m feeling incredible gratitude to all the scientists, trial volunteers, and first responders whose extraordinary efforts got us here. I’m also feeling real sadness for those we lost, including my mom. Let’s do everything we can to avoid repeating the nightmare of 2020. Mask up, get the vaccine and let’s move on.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Any company that picks up portion of health care cost should (in my opinion) have a 50/50 co-insurance with a 8k deductible for Covid health care costs if a person declines the Covid vaccination.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"No mention in the article about the constraints of physically distancing in a hot kitchen (while masked) in the middle of summer.  What about the people preparing the food, in addition to the front of the house?",unclear,unclear,unclear,unclear
Why is the Times quoting a non lawyer-public health expert (Karl Mingus) on potential legal liability?  I don’t think he’s correct on the law across all 50 states and he should not be offering legal advice in any event.,unclear,unclear,unclear,unclear
"All of you stating that dropping the mask mandates and “freeing” the vaccinated was a bad idea….how about just come out and tell the truth for once?  That you are in favor of *permanent* lifestyle change and masking in society.  Quit acting like “just a little longer” will satisfy you; you know and we all know that it won’t.  For reasons best understood by you, you are getting some kind of benefit from the pandemic in general and masks in particular, and seeing other people return to normal upsets you.  I’m genuinely, truly sorry you feel that way.  But if vaccines are not the end, then there is NOT an end.  I got vaccinated…and I am moving on.  You are welcome to mask(s) up (and face shield(s), and goggles, and gloves, and gowns) for the remainder of your life if you so choose; no one will stop you.  But enough already of bullying other people into catering to your fear and your anti-science, anti-vaxx religion of facial fabric.  I hope at some point you actually get excited and happy to see things getting better; normal life is great, and will be waiting for you if ever you decide to rejoin.",anti-mitigation,unclear,pro-mitigation,anti-mitigation
"We can argue over the details of the Covid pandemic but we all must acknowledge that over 500,000 Americans perished from Covid and that is more than Pearl Harbor and 9-11 yet though these catastrophic events have memorials dedicated to those who were lost there is no talk of a memorial to the Covid dead which includes my wife who battled 9-11 caused breast cancer, beat it, but then contracted Covid and the cancer came back and she was gone in two weeks. This should be a time of happiness as we come out of the Covid tunnel but for those who lost a loved one on the other side of the tunnel it is a profoundly sad time. A memorial will not bring our loved ones back but it will go a long way toward easing the heart break.",unclear,unclear,anti-mitigation,unclear
"The variant might be more transmissible,  but that does not mean it poses a bigger health risk than the non-variant virus.",unclear,anti-mitigation,pro-mitigation,anti-mitigation
"My company, which is among Fortune's World's Most Admired Companies, offers four hours of PTO for Covid vaccination. However, management does not ask whether one is vaccinated nor does anything change if one is vaccinated. In fact, we are still seeing employees quarantined for 10 days even after negative tests because of a ""new"" cough. (It's seasonal allergy central in Kentucky at the moment.) What is the incentive for vaccine-hesitant employees to get vaccinated (other than the obvious whole not getting Covid thing)? As someone who received her second shot in early April, I'd love to see some benefits of having the vaccine, such as unmasked meetings with other vaccinated individuals. I truly believe if the vaccine hesitant saw those of us who are vaccinated benefiting, they would be more likely to get their vaccines...or maybe, in today's too-touchy world, they'd just scream discrimination. Who even knows?",pro-mitigation,unclear,pro-mitigation,anti-mitigation
"Please quit calling it a vaccine passport. It’s nothing new and fancy. Kids have had to provide “shot records” before starting school for generations. Shot records are less common for adults, but many professions require flu shots and drug testing already. The precedents are there.

I hope the covid booster shots might one day be combined with flu vaccines. Our low rates of flu vaccination represent a enormous missed opportunity for better public health. Any slight side effects are hugely outweighed by the reality of saving lives. Vaccines are a blessing!",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Jacqueline, with all due respect, if you ""just"" spent 3 days at a conference, it's highly likely that if you caught the virus you don't know it yet....",unclear,unclear,unclear,unclear
"Yesterday at the health food store, I (fully vaccinated) went in without a mask because the sign requiring it was no longer up. Inside I saw several other people without masks (including employees), several people with regular masks, several people with K95 masks, and one woman with mask, goggles, and gloves.

I am at this point utterly confused. I want to do what’s right but at the same time am not even sure what what that is. I live in a mostly unvaccinated state where most people, vaccinated or not, don’t wear masks. 

This is what the completely inconsistent messaging from Day 1 has created.",unclear,anti-mitigation,anti-mitigation,unclear
The economy is not going to rebound properly without a committed workforce.  A committed workforce requires a safe environment to work meaning a vaccinated workforce.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"A nation that gives in to its desire to eat out, when doing that will increase illness and death during a pandemic, is a nation that has very little willpower in respect of its impulses.

If you can't ""enjoy"" your life without restaurants and bars for a while, you need to be looking seriously at what makes your life worthwhile. Maybe your values are askew.",pro-mitigation,pro-mitigation,pro-mitigation,unclear
"I'm OK with incentives, but I am even more OK with disincentives. Non vaccinated people need to be the ones to pay the price of restricted public privileges, NOT vaccinated people.",pro-mitigation,pro-mitigation,unclear,pro-mitigation
"The main reason companies have to want their employees to be vaccinated is so that ""those who have been vaccinated but may be reluctant to return without knowing whether their colleagues have as well"".  

However there is a more effective way of assuring those who have been vaccinated that it is safe for them to return to work, and that too will achieve a major public service. And that is to get those vaccinated workers to start to think about the virus in a rational way. And that is to explain to them that the statistical likelihood of getting sick from an infection after getting vaccinated is extremely rare and getting seriously ill is close to impossible. 

There have been many people whose view of the virus has been one of irrational terror, as opposed to the statistical likelihood of getting seriously sick, let alone dying, from the virus. These are the young people in good health who have been living in virtual lockdown for over a year or the parents terrified of their small children getting the virus. The people who view anyone who decides not to get vaccinated as ""vaccine hesitant"", as opposed to being a rational decision that they are young and healthy and not at risk of death from the virus.

And so companies who can get those people living with an irrational terror of the virus to begin to see the danger the virus poses to them in a statistical way, the same way people view all dangers present in the world, will indeed be doing a great and timely public service.",anti-mitigation,unclear,unclear,pro-mitigation
"The primary incentive for vaccination is that you have a reduced chance of getting very sick and dying once vaccinated. People who refuse to get vaccinated will continue to get the virus and some will get very sick and some will die. For me, removing the risk of dying was my primary incentive. I'm not sure why people don't understand this. How has the US become so uneducated?",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"This has nothing to do with ""big brother"".  The press must stop creating these false narratives.  Just like public schools insist that children are vaccinated to prevent the spread of disease, so too should companies do the same to protect their employees.  It's NOT that complicated, folks, it's a matter of public health which in a civilized society we SHOULD all be required to do our part for our sake and that of those around us.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Give people the summer to get vaccinated, but if after Labor day they do not, then they cannot come to work.  

There is too much risk with this virus and I personally have no interest in going to work, daily with someone who can potentially make me very sick.  Also think of all the immunocompromised people out there whose immune systems cannot take the virus- even with the vaccine- should they not be allowed to come to work, so a person can make a personal choice about a vaccine?  

Vaccines are free and at least Prizer and Moderna have been proven safe and effective.  It is time to move on from the virus.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Oddly, it takes as much time to prep and cook the food yourself as it does to walk in to a restaurant, wait for seating, order, then chat and drink. If the food were better than I can prepare, then of course, it is worth it. So, once in a while, a visit to French Laundry. Otherwise, we cook at home.",unclear,unclear,unclear,unclear
You don’t need a Ph. D. in epidemiology to forecast this outcome.,unclear,unclear,unclear,unclear
"I’m tired of the tail wagging the dog.  This is a pandemic with high transmissibility with serious consequences for many who get it. If any disease merits mass vaccination requirements, this would be one. The only reason vaccines are being treated differently than widely other accepted vaccination requirements (ex. meningitis shots for college students, flu shots for hospital staff, etc.) is due to the prior occupant of the White House who politicized Covid-19, despite requiring hospitalization and extraordinary treatment  for COVID-19, and then later quietly getting vaccinated himself.  Going forward, I will ask businesses, doctor’s offices, and the like what their employee vaccination policy is.  If they don’t require absent a compelling reason (which doesn’t include “personal beliefs”), I will go elsewhere. I have no desire to deal with people who believe the vaccine will microchip them, render them infertile, or as one man quoted in Montana said, “make him a Democrat.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"I'm sorry, but requiring COVID vaccines should not be controversial.  The pubic health benefits far outweigh issue of individual liberty.  Americans seem to have forgotten that rights come with responsibility.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"Healthy adults and children will get Covid and have little or no symptoms. Weighed with the risk of possible short or long term side effects of an experimental vaccine such as possible birth defects/cancers, etc. many will choose to take their chances with Covid. This has to be a personal choice.",anti-mitigation,unclear,anti-mitigation,anti-mitigation
"Eating out during a pandemic is pure childishness. I understand that the restaurant industry is hard hit, but public health and well-being comes first.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
"Is it all that complicated?

Getting hired means meeting employers' standards. If you show up for interviews dirty and stinking, most employers would think hiring you will turn away customers.

The vaccination quandary reminds me of the endless debate over guns. They are both ""rights"" ""freedoms"" taken to illogical extremes.

However, in our very individualistic, freedom loving culture, I'm just glad to be able to avoid dangerous areas. I can take my business where I feel safe. But I'm sorry for those who may be forced to work under unsafe conditions.",pro-mitigation,unclear,unclear,unclear
"Thank you for this article. But, please consider word choice: “When the coronavirus finally reached the last California county to see a case, remote Modoc in the far northeastern part of the state it came via a little basque restaurant in the middle of nowhere.”

“Middle of nowhere” is an imprecise term. Middle, compared to what? People live in Modoc; even if it is rural, it comprises ecosystems, landscapes, and memories — and a restaurant with owners, employees, and customers.",unclear,unclear,unclear,unclear
Does anyone realize that this Virus will be with us for the next couple of years? I’ve had the virus early this year and i believe my antibodies have a much better chance of fighting off “new variants” caused by vaccinated people.  Let nature do its thing.,anti-mitigation,pro-mitigation,anti-mitigation,pro-mitigation
"Clearly some spread is going to happen as people are more public, but there still isn't a very convincing case being made that these businesses need to be shut down en masse by the government. It stands to reason that if you can effectively trace cases to restaurants, you can trace them to *specific* restaurants. Alert (and fine, if necessary) the places that are identified; closing the entire sector because of 1 or 2 locations is absurd.

The statistics you present in the article are also not being put into their proper context. Louisiana, for example: ""roughly a quarter of the state’s 2,360 cases since March that were outside of places like nursing homes and prisons have stemmed from bars and restaurants.""  Translation: 79 cases in a state of over 4.5 million people. The article also fails to note that they categorize an outbreak as *2 or more cases*. Even so, the attempts to paint the picture that ignorant restaurant/bar goers are slamming hospitals has so far been successful, if not factual.

Obviously this is a virus that should be taken seriously and efforts should be made to mitigate its spread. But we need to move past long-term and seemingly arbitrary closures of entire sectors of the economy. We are well past the point of ""just close x businesses for x amount of time"" as a public strategy.",anti-mitigation,unclear,pro-mitigation,pro-mitigation
"The problem with this recommendation is the fact that masking doesn't really work unless nearly everyone does it, or unless YOU personally wear a N95-type mask.

Remember the ""my mask protects you, your mask protects me"" ads?

Regular masks do little in an indoor environment where perhaps 60% at most are wearing them. They work great when everyone is wearing them, but in the US that ship sailed long ago.

My fear is that reviving this issue this will lead to resumption of mandates and then to further political ferment. Perhaps better to really work on vaccination.",unclear,anti-mitigation,unclear,unclear
"Companies require their employees to make all kinds of arbitrary personal and health related choices.  You can't go to work naked.  You need to bathe.   You can't cuss.  You only have an hour to eat. Or, maybe half an hour.  You have to appear in person in the office.

Unless an employee has a medical or Title VII protected rationale for not getting a vaccine, then employers are well within their rights to require it for work that involves face to face interaction.  And, even if an employee does have an excuse, there is no requirement to assign the employee to work that requires face to face.  They can be reassigned something remote.",pro-mitigation,anti-mitigation,pro-mitigation,unclear
"When I started work at FedEx 28 years ago we weren’t allowed to wear facial hair or visible tattoos. Same for the people I know who worked for Disney. No crying about personal freedoms, libertarian or Trumpism, just compliance if you wanted the job. Now people assume their individual liberties are more important than the health of co-workers and customers. This should be no problem at all. Companies should make note of all those who complain because those are the ones who are not interested in teamwork, your corporate culture or customer service.",pro-mitigation,unclear,unclear,unclear
"NY Times not too long ago reported that break through cases happen all the time. People with vaccination sometime still get infections.  There were more than 10,000 cases till April this year. But vaccines do reduce hospitalization and death rates. Thus, CDC stopped recording the break trough cases.

Not until we reach 70~75% that is necessary to reach herd immunity, the chances we get infection again is still high especially with the Delta Variant.

I still think precaution and prevention is more important than treatment afterwards.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Ok by me. I mean, how is this different to public schools requiring students to be vaccinated?",pro-mitigation,pro-mitigation,unclear,unclear
"For those who buy into this misplaced ""logic"" about mask wearing the result is we should never stop wearing masks ever because Covid-19 will always be out there in one form or another and we will never reach a point when everyone is vaccinated. Therefore keeping our communities and nation in a never ending state of emergency and unable to return to normal. Not now not later this year not ever.

This so called ""logic"" also strongly implies that these vaccines we have all been assured are very effective is not true. What these experts who want us to keep wearing masks have done is trap themselves and all of us in a vicious circle that makes no sense.

The truth is what it has always been those who refuse to be vaccinated are at risk not those of us who have been vaccinated and we have no  necessary reason to wear masks. Period. 

Those who are not been vaccinated logically should always wear masks. And those who are vaccinated who want to wear masks can also do so.

For the rest of us its masks OFF and time to bring our city and nation back to normal. Stop listening to the ""always maskers.""",anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"Employees will receive righteous pushback as they try to pull workers back into the workplace without requiring vaccinations. Amazingly the legalities of requiring vaccinations seem to have been decided 100 years ago yet employers still balk. 

We increase health insurance premiums on people making bad health choices such as smoking. We must treat those refusing vaccinations the same way.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
"I have zero patience or tolerance for the anti maskers and Anti vaxxers.  There ought to be a tax on them for the costs their selfishness have put on society.

Their appropriation of my body my choice is laughable.",pro-mitigation,unclear,unclear,pro-mitigation
"This is exactly the time to ditch the usual risk-averse thinking that companies engage in so that we can all get back to normal. The fear of litigation is not the same thing as the reality of litigation. I would like to see what evidence the anti-vaxxers come up with to prove their case that the vaccine is dangerous. It will not be there. After what the world has endured and continues to endure, the decision to get vaccinated seems like a no-brainer. I guess we'll see how people lack brains.",pro-mitigation,anti-mitigation,anti-mitigation,pro-mitigation
"This is a serious issue, and I hope the Times does many follow-up articles.  Businesses and workers both need protections from the liability for spreading Covid-19.  The HIV epidemic in the 80’s resulted in legislation that criminalized knowingly passing on the virus, albeit some of these laws were poorly written and difficult to enforce, and ended up adding to the suffering of AIDS victims.  Today, 37 states still have laws regarding HIV non-disclosure, including incarceration.  In America it seems we can’t force someone to get immunized, but the states can legislate who is allowed in a particular public space (i.e., no smoking laws), and private companies can make their own rules as well (i.e., universities requiring hepatitis shots).  It will be interesting to see what solutions are proposed and voted for, but in the meantime we need guidance.",unclear,unclear,unclear,unclear
"So how are vaccinated people who TRY to follow the science but are laypeople re medical issues (sorry, but you can't be an expert on everything), supposed to know what to do? 

As a relatively healthy 62 year old living in a red state in a county with a decent level of vaccination, but lots of red state yahoo attitude around, what should I do?

I honestly don't know, so for now, will tend to lean toward being careful.  But I WILL confess I'm getting very tired of the mixed messages -- even from supposedly expert, credible sources.",unclear,unclear,anti-mitigation,unclear
"wearing an N95 mask in public is just as effective as a vaccine.
That is what I choose to do to protect other people. I am not being selfish and spitting in the face of my fellow human beings by not getting vaccinated as someone commented.
I refuse to be injected with an experimental drug that is not even approved by the FDA. Too many unanswered questions about the long term affects of these vaccines.
A healthy 20 year old and a frail 80 year old are going to have completely different immune responses to the same vaccine. Why is a vaccine one size fits all? It doesn't make sense .",anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
"I think the pro-manadatory vaccine crowd has good intentions but a few things don’t make sense. 

If you are vaccinated why should you care if I am?

It’s not just Republicans like you think, the black and Latino community have higher rates of vaccine hesitancy for good cause, look it up. So we’re just ignorant I guess. 

The vaccine isn’t even FDA approved yet and has existed for what less than a year? Do we want to mandate that people take experimental drugs?",anti-mitigation,anti-mitigation,anti-mitigation,unclear
"The vaccines only have an an emergency use approval. 
Employers can encourage their employees, students, and other members to be vaccinated, but federal law provides that until the vaccine is licensed, people must have the option to accept or decline to be vaccinated.",anti-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
Companies should require workers to get vaccinated.  I’m tired of the selfishness of people who refuse to do things for the common good and health of others.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Once FDA approval is given, then it will all fall into place, I think.  Schools will require it, the military will require it, businesses will require it.  The question is how long that will take.  In the meantime I think it would be helpful for the CDC to make a more consistent recommendation about:
1.  If you had COVID, should you test antibodies and receive the vaccine only after they wane, or are you immune?
2.  Can you transmit COVID post-vaccination?  If so, the vaccines are only protecting the vaccinated, not the entire community.",unclear,unclear,pro-mitigation,pro-mitigation
"It has to be asked: What has happened to critical thinking skills in this country?! 

We  know we are in the midst of a deadly pandemic.
We know that countries from Israel, to the UK, to Australia are having to lock down again.
We know that the new variant is significantly more infectious.
We think it may also be more deadly. 

What society, examining those knowns, doesn't take commonsense precautions like continuing to wear masks in public? What is so stunning about this is that these are not even hard things we're being asked to do! 

What we've witnessed is the infantilizing of a nation. Despite the word, that is not a benign act; it's a deadly trend. 

Wake up. Wear masks. Be ready to pivot again and do whatever it takes to end this pandemic. It's called acting like an adult.  If we honestly cannot do this, it's time to acknowledge we're a species in the throes of the kind of existential crisis that becomes a habitual inability to do triage and safeguard its own. And that is the kind of species not in it for the long haul. 
 
This IS a test. We continue to fail it inexplicably yet spectacularly.",pro-mitigation,unclear,pro-mitigation,pro-mitigation
Zero sympathy for restaurants or the bored people who frequent them. Get a life; live a life.,pro-mitigation,unclear,unclear,unclear
Let’s stop ignoring the truth- Anti-vaxxers are making people sick.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"I’m not a big fan of big companies, but I can’t blame them for having trouble figuring out how to handle this.

Part of the prob is down to Trump and guys like Ron de Santis, who’ve spent a year lying and tangling everything up in knots and threatening everybody who tries to act rationally. Part of it is that the laws aren’t clear on the subject, and there’s just not much chance the the GOP is going to allow them to get changed. Part of it is that there really ARE Constitutional issues, even if a lot of the people shouting against vaccinations are the same people who went to courts to fight for their right to fire gay people, and people who disn’t pledge allegiance to their particular sky-god. 

I’m afraid that I can sympathize some. Because believe me, there are organized groups of yahoos out there who can’t want to start suing.",unclear,unclear,unclear,unclear
"Simple. Companies should know who of their employees chose not to get vaccinated and make them wear a mask and social distance. I'm assuming these are the same people who don't ""believe"" in masks. Well vax on, mask off.",pro-mitigation,anti-mitigation,anti-mitigation,pro-mitigation
"Sometimes you want to go
Where everybody knows your name
And their always glad you came
You want to be where you can breathe
The droplets of her sneeze
You wanna go where everybody's got the strain.",unclear,unclear,unclear,unclear
If I learn that my doctor's office or the hospital i would be in for elective surgery has not vaccinated staff I would not go there. It is malpractice to NOT vaccinate hospital staff or doctors office staff.,pro-mitigation,pro-mitigation,unclear,pro-mitigation
"The problem of spread is not due to going outdoors. The problem of spread is due to crowding indoors and outdoors. Fresh air and plenty of it can prevent spread. Most of the hot spots have been in densely populated urban areas of the USA not in the vast rural areas of the country so far. Why is that 98% of USA does not have confirmed positive cases? The Coronavirus 2 is an airborne virus that gets transmitted from close people to people contact and from inter continental travel of infected people. Well every country has placed travel restrictions for a long time now. How long is enough is the question. Human race is born to be free. Each one has to try getting out of the line of fire. The extended lock downs by governors have destroyed businesses and helped certain businesses thrive to an unanticipated level of profits. If the hunter gatherers of the stone age were to wait for Amazon to deliver prepared ready to eat meals they would have waited until eternity and the human race could have been extinct long long time ago. 

Politicians of both parties, predominantly lawyers have mucked up the lives of their residents and poorly handled this pandemic by politicizing this public health crisis. If we had taken a proper multi-pronged approach by this time we should have seen the tapering of the pandemic and hoping for an eradication, NOT a surge and definitely not a segmented economic disaster in certain sectors and unprecedented job losses, loss of livelihoods and a grave future.",anti-mitigation,unclear,anti-mitigation,unclear
"Oh, how we wish school districts required employees to be vaccinated before returning to in-person teaching.  

One wonders if, as Oakland, CA seems to have done with parent friends of ours, school districts instead are requiring employees returning to in-person work to sign far-reaching waivers freeing the district and all others associated with it from responsibility for any claim (not just Covid19) regardless of cause.",pro-mitigation,unclear,unclear,pro-mitigation
"I also have done my part, as has my family. No large gatherings, no summer camps, masks for the few trips out for food or to the doctors, hours upon hours at home digging deep to stay connected and creative amidst sweltering heat. I will stop work in a couple weeks (as will additional family income) to supervise my five year old’s first experience of elementary school: complete online kindergarten. We are luckier than many to be able to do this thing we never planned on. My stomach churns thinking all the ways my children must pay for for, in my opinion, a complete error of priorities this summer.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"This pandemic has given me yet another reason not to eat out... not only do I get to avoid the pressure of having to decide how much of a tip to contribute to an overworked and underpaid waiter or waitress, I also don't have to overpay for the freshest veggies and meats that just arrived from Sysco. Seems like more and more, some people just want to go eat out without masks just to prove they can - real free Americans!! Yeah, no thanks. I'll save my money and stay home. Hopefully restaurants that are hurting got in line for that $5 trillion or whatever that just got doled out.",pro-mitigation,unclear,unclear,unclear
"The CDC has walked back recommendations before especially under political pressure or as a result of changing science. I have been fully vaccinated with Pfizer and continue to wear my mask except at home until we know how the Delta variant plays out coupled with the fact that far too many people have not been vaccinated or have received only a single shot and act as incubators for variants. As of midnight last night Governor Inslee here in Washington lifted all masking requirements, heaven help us. I am ashamed of my fellow Americans who refuse vaccination and consider wearing a mask such a great personal burden.",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"There is nothing ""delicate"" about weighing public health & safety - especially within ones own work place - against the very minimal intrusion into ones notion of ""freedom"" regarding taking a vaccine. Without a valid medical determination of risk for the individual - from a physician and not from a politician or website - there is no issue. Quit injecting bothsideism into the public health arena. This only helps fuel notions of legitimacy to those worried about microchips in their vax. There truly is none.",pro-mitigation,unclear,unclear,unclear
"I am not an anti-vaxxer but I also don't have a problem with people who choose not to get vaccinated, I just protect myself as best as I can, including getting vaccinated, and move on. But I would like to see companies make public statements about their policies as I will gravitate to using those companies that I believe put me at less risk. For instance, if Home Depot does not require vaccines and Lowes does, I will patronize Lowes over Home Depot simply because it is safer for me. Same with airlines and any other company that I come into contact with employees.",unclear,pro-mitigation,anti-mitigation,anti-mitigation
"A part of the scientific community is focused on minimizing spread. This article follows their lead. But there are many scientists focused not only on minimizing spread but also on carefully reopening the economy.  Their teachings are more relevant here. 

Those who factor in the value of reopening give less attention to general virus spread and total infection counts because the vast majority who are infected have mild cases. And so they focus on secondary spread.

 A young person who goes to a restaurant isn’t much of an issue if he scrupulously avoids those at risk, including the elderly of course. Avoiding a dangerous secondary transmission is all-important. Bringing back business is worth the price of many mild infections. 

As we reopen, we should not make the mistake of the first wave, when we focused on total infections. Total dangerous infections are what matter. A simple infection is a mild case of the flu. A dangerous infection can be a death sentence. We have been missing the forest for the trees. The 20% of cases that are serious require  the vast majority of our attention. 

We pretty much know who the most vulnerable are, not totally of course, but with enough precision that not protecting the vulnerable, first and foremost, is indefensible. Tracing needs to be taken to the second level. Otherwise, the infection of a teenager looks the same as that of his grandparents.",anti-mitigation,unclear,pro-mitigation,pro-mitigation
